container,ship,workcode,state,year,voyage,block1,bay1,row1,tier1,block2,bay2,row2,tier2,truck_num,full_or_empty,container_size,crane,time_end
GEKJ3566800,ODLQ,TS,change,2023,29,7B,7,6,4,7B,,,,999,F,45,252,2023-04-06 16:53:25
PBYZ3022491,NULK,TS,change,2023,15,7C,25,8,4,7C,,,,999,F,45,253,2023-04-06 16:54:27
NTOI9574200,YOSU,GD,unload,2023,17,7D,32,5,3,7D,,,,999,F,22,254,2023-04-06 16:53:22
DJES6362953,YOSU,TS,change,2023,17,8D,29,3,3,8D,,,,999,F,22,258,2023-04-06 16:54:31
DJES6362953,YOSU,TS,change,2023,17,8D,29,8,1,8D,,,,999,F,22,258,2023-04-06 16:54:09
BRFJ5478196,KMXV,GD,unload,2023,23,8B,9,8,3,8B,,,,999,F,45,256,2023-04-06 16:54:36
TXDO1962948,XRIQ,TS,change,2023,19,7C,25,8,3,7C,,,,999,F,45,253,2023-04-06 16:55:34
VOFJ3888356,ESQU,TS,change,2023,21,7A,9,6,5,7A,,,,999,F,45,251,2023-04-06 16:53:41
MHAD1566927,SSFG,GD,unload,2023,23,8A,25,1,4,8A,,,,999,F,45,255,2023-04-06 16:56:18
LCYB0526483,AIYA,GD,unload,2023,18,7B,7,6,3,7B,,,,999,F,45,252,2023-04-06 16:58:05
DWZA3144981,AIYA,TS,change,2023,18,8D,29,3,2,8D,,,,999,F,22,258,2023-04-06 16:55:19
DWZA3144981,AIYA,TS,change,2023,18,8D,29,1,3,8D,,,,999,F,22,258,2023-04-06 16:56:10
YECH8737211,ESQU,TS,change,2023,21,7A,9,6,4,7A,,,,999,F,45,251,2023-04-06 16:56:55
ERVS2347992,ZKIE,GD,unload,2023,21,8C,15,7,2,8C,,,,999,F,22,257,2023-04-06 16:56:12
KDKT2351767,EEYN,TS,change,2023,22,7D,37,2,3,7D,,,,999,F,20,254,2023-04-06 16:58:05
IARV8052628,NULK,GD,unload,2023,15,7C,25,8,2,7C,,,,999,F,45,253,2023-04-06 16:58:56
RNLM5739211,JKPF,GD,unload,2023,17,7A,9,6,3,7A,,,,999,F,45,251,2023-04-06 16:59:23
UYFA7207779,SKBN,VU,load,2023,23,8B,9,0,0,8B,,,,350,F,45,256,2023-04-06 17:01:12
MYHS2264817,AIYA,GD,unload,2023,18,8D,29,3,1,8D,,,,999,F,22,258,2023-04-06 16:57:28
HEAH5243793,YZCI,VU,load,2023,19,8A,27,0,0,8A,,,,317,F,45,255,2023-04-06 16:59:36
KZMM7538640,MZPH,VU,load,2023,19,7B,7,0,0,7B,,,,348,F,45,252,2023-04-06 17:01:25
USHC3117971,WCSI,GD,unload,2023,14,7D,37,2,2,7D,,,,999,F,22,254,2023-04-06 16:59:09
DMQX4612551,YZCI,VU,load,2023,19,8B,9,0,0,8B,,,,312,F,45,256,2023-04-06 17:01:28
OVPC6360980,PZNB,GD,unload,2023,20,8C,3,8,1,8C,,,,999,F,22,257,2023-04-06 17:00:07
DMGF2012121,SKBN,VU,load,2023,23,8A,27,0,0,8A,,,,322,F,43,255,2023-04-06 17:01:42
IPCZ7883803,YZCI,VU,load,2023,19,7B,7,0,0,7B,,,,311,F,45,252,2023-04-06 17:02:18
ZNPT9265036,SKBN,VU,load,2023,23,7C,19,0,0,7C,,,,309,F,45,253,2023-04-06 17:10:05
XFOL8286542,MZPH,VU,load,2023,19,7A,7,0,0,7A,,,,328,F,45,251,2023-04-06 17:02:23
LLSB9248710,SKBN,VU,load,2023,23,8B,9,0,0,8B,,,,315,F,43,256,2023-04-06 17:08:27
JRPJ4306152,TWYM,GD,unload,2023,15,7D,30,6,3,7D,,,,999,F,22,254,2023-04-06 17:02:45
ONGH0096986,RZSG,GD,unload,2023,29,8A,27,5,5,8A,,,,999,F,45,255,2023-04-06 17:02:30
VATX4235639,YZCI,VU,load,2023,19,7B,11,0,0,7B,,,,307,F,45,252,2023-04-06 17:04:50
NXLY5214066,SKBN,VU,load,2023,23,7A,7,0,0,7A,,,,327,F,45,251,2023-04-06 17:03:50
SVKP3730926,SSFG,TS,change,2023,23,8C,12,9,3,8C,,,,999,F,22,257,2023-04-06 17:06:24
FVWG1619475,SKBN,VU,load,2023,23,7C,31,0,0,7C,,,,351,F,45,253,2023-04-06 17:07:38
MWWW1933053,NULK,TS,change,2023,15,7D,29,4,3,7D,,,,999,F,22,254,2023-04-06 17:07:57
ZCRZ6421179,YZCI,VU,load,2023,19,8B,9,0,0,8B,,,,353,F,45,256,2023-04-06 17:10:44
AZSK6772368,SSFG,TS,change,2023,23,8C,12,9,2,8C,,,,999,F,22,257,2023-04-06 17:05:45
QFTF2752385,SKBN,VU,load,2023,23,7B,7,0,0,7B,,,,349,F,45,252,2023-04-06 17:08:52
XCQC1523006,SKBN,VU,load,2023,23,7A,7,0,0,7A,,,,366,F,43,251,2023-04-06 17:08:02
OZYV9104130,SKBN,VU,load,2023,23,8A,27,0,0,8A,,,,377,F,45,255,2023-04-06 17:08:04
NXBO8008091,TWYM,TS,change,2023,15,7D,29,4,2,7D,,,,999,F,22,254,2023-04-06 17:14:42
PHXR8438397,SKBN,VU,load,2023,23,7C,31,0,0,7C,,,,337,F,45,253,2023-04-06 17:10:39
YZOM1653406,UXAF,TS,change,2023,15,8D,30,3,3,8D,,,,999,F,22,258,2023-04-06 17:08:52
TELW2004379,SKBN,VU,load,2023,23,8B,7,0,0,8B,,,,308,F,43,256,2023-04-06 17:09:16
UPPK3865570,XQHP,GD,unload,2023,21,8C,12,9,1,8C,,,,999,F,22,257,2023-04-06 17:10:08
QBKX6870676,AIYA,TS,change,2023,18,8D,30,3,2,8D,,,,999,F,22,258,2023-04-06 17:11:12
CGWJ9968846,YZCI,VU,load,2023,19,7B,11,0,0,7B,,,,312,F,45,252,2023-04-06 17:11:44
OZQL0266443,TWYM,GD,unload,2023,15,7D,29,4,1,7D,,,,999,F,22,254,2023-04-06 17:10:11
DZSG8600573,AMXM,TS,change,2023,15,8B,5,9,2,8B,,,,999,F,45,256,2023-04-06 17:11:40
AMHD7423177,SKBN,VU,load,2023,23,8A,25,0,0,8A,,,,384,F,43,255,2023-04-06 17:13:00
SURS8792542,SKBN,VU,load,2023,23,7C,17,0,0,7C,,,,382,F,45,253,2023-04-06 17:13:45
YBGH5769282,NULK,GD,unload,2023,15,7A,21,8,5,7A,,,,999,F,45,251,2023-04-06 17:13:12
DYYB7468959,NULK,GD,unload,2023,15,8C,23,7,3,8C,,,,999,F,22,257,2023-04-06 17:13:20
TGVW2714911,SKBN,VU,load,2023,23,7B,7,0,0,7B,,,,309,F,43,252,2023-04-06 17:13:53
ASDM0494318,AIYA,GD,unload,2023,18,8D,30,3,1,8D,,,,999,F,22,258,2023-04-06 17:14:27
QDQU6074956,SKBN,VU,load,2023,23,8B,7,0,0,8B,,,,315,F,45,256,2023-04-06 17:13:52
FKCB1455319,YZCI,VU,load,2023,19,7A,21,0,0,7A,,,,353,F,45,251,2023-04-06 17:14:35
POGU8578187,SKBN,VU,load,2023,23,7B,7,0,0,7B,,,,349,F,45,252,2023-04-06 17:17:09
GOJG3734320,SKBN,VU,load,2023,23,7C,31,0,0,7C,,,,322,F,45,253,2023-04-06 17:16:25
XSUU1889895,UXAF,GD,unload,2023,15,8A,27,9,5,8A,,,,999,F,45,255,2023-04-06 17:16:38
NUVX2965755,SSFG,TS,change,2023,23,8C,10,5,3,8C,,,,999,F,22,257,2023-04-06 17:15:41
BAYJ5825075,WYLB,TS,change,2023,14,8D,20,5,2,8D,,,,999,F,22,258,2023-04-06 17:17:56
WDCP2767361,SSFG,GD,unload,2023,23,7D,31,6,3,7D,,,,999,F,22,254,2023-04-06 17:15:33
EZHX2476808,UXAF,GD,unload,2023,15,8B,3,5,2,8B,,,,999,F,45,256,2023-04-06 17:19:20
VKNH7176901,YZCI,VU,load,2023,19,7A,19,0,0,7A,,,,376,F,45,251,2023-04-06 17:16:49
PTZG1010891,SKBN,VU,load,2023,23,7C,31,0,0,7C,,,,377,F,43,253,2023-04-06 17:18:45
HTWK5039259,RZSG,TS,change,2023,29,7B,19,3,5,7B,,,,999,F,45,252,2023-04-06 17:18:10
OYYM1046451,SKBN,VU,load,2023,23,8A,25,0,0,8A,,,,339,F,45,255,2023-04-06 17:19:48
VMYQ3918906,XQHP,GD,unload,2023,21,8C,10,5,2,8C,,,,999,F,22,257,2023-04-06 17:21:10
DRMI0040197,IYDE,TS,change,2023,12,7A,21,4,3,7A,,,,999,F,45,251,2023-04-06 17:28:37
BSJP6940001,UXAF,TS,change,2023,15,7D,18,3,4,7D,,,,999,F,22,254,2023-04-06 17:19:39
YPDP3992960,UXAF,TS,change,2023,15,7B,19,3,4,7B,,,,999,F,45,252,2023-04-06 17:21:30
AJXO8750922,SKBN,VU,load,2023,23,7C,31,0,0,7C,,,,384,F,45,253,2023-04-06 17:20:43
YSOR9500514,SKBN,VU,load,2023,23,8A,25,0,0,8A,,,,331,F,45,255,2023-04-06 17:21:42
BGLE3329258,SKBN,VU,load,2023,23,8D,22,0,0,8D,,,,360,F,22,258,2023-04-06 17:20:53
RGQX9428186,RRPF,TS,change,2023,22,7A,21,2,4,7A,,,,999,F,43,251,2023-04-06 17:22:47
MVLI3701244,SKBN,VU,load,2023,23,8D,23,0,0,8D,,,,360,F,22,258,2023-04-06 17:23:14
ZTBM2893325,JXQD,GD,unload,2023,12,8B,5,9,1,8B,,,,999,F,45,256,2023-04-06 17:22:16
UYEU4740422,UXAF,GD,unload,2023,15,7D,18,3,3,7D,,,,999,F,22,254,2023-04-06 17:22:34
ZVAE6089868,SKBN,VU,load,2023,23,7C,31,0,0,7C,,,,315,F,45,253,2023-04-06 17:24:21
XVWQ4075421,UXAF,TS,change,2023,15,8C,4,7,3,8C,,,,999,F,22,257,2023-04-06 17:27:30
RCMR5732779,RZSG,TS,change,2023,28,7A,21,2,3,7A,,,,999,F,45,251,2023-04-06 17:23:34
RCMQ3448032,RZSG,GD,unload,2023,29,7B,19,3,3,7B,,,,999,F,45,252,2023-04-06 17:25:39
EMGR0183411,RMOD,TS,change,2023,14,8C,4,7,2,8C,,,,999,F,22,257,2023-04-06 17:25:21
OYUC0935119,SKBN,VU,load,2023,23,8B,3,0,0,8B,,,,382,F,43,256,2023-04-06 17:26:41
PPOY7679735,SKBN,VU,load,2023,23,8D,20,0,0,8D,,,,351,F,22,258,2023-04-06 17:26:05
WDIU6841562,VXUR,TS,change,2023,14,7A,21,2,2,7A,,,,999,F,45,251,2023-04-06 17:23:53
ZPEO4614213,IYDE,TS,change,2023,12,8A,3,4,4,8A,,,,999,F,45,255,2023-04-06 17:26:52
VUCU2220503,SKBN,VU,load,2023,23,8D,20,0,0,8D,,,,350,F,22,258,2023-04-06 17:27:01
NIEM7258514,GNOR,GD,unload,2023,16,7D,11,9,2,7D,,,,999,F,22,254,2023-04-06 17:26:19
GLJR8031277,RMOD,GD,unload,2023,14,8C,4,7,1,8C,,,,999,F,22,257,2023-04-06 17:26:22
QAUT9258375,YZCI,VU,load,2023,19,7C,31,0,0,7C,,,,307,F,45,253,2023-04-06 17:25:45
HCIJ7831615,SKBN,VU,load,2023,23,7B,21,0,0,7B,,,,327,F,45,252,2023-04-06 17:28:21
YWNE4804923,RMOD,TS,change,2023,14,8A,3,4,3,8A,,,,999,F,45,255,2023-04-06 17:26:22
TZLI3584713,KSMH,GD,unload,2023,13,7A,21,2,1,7A,,,,999,F,45,251,2023-04-06 17:28:04
JMZU0403469,TPCT,GD,unload,2023,22,8B,5,7,4,8B,,,,999,F,45,256,2023-04-06 17:27:37
UMMM3949426,YZCI,VU,load,2023,19,7C,31,0,0,7C,,,,312,F,45,253,2023-04-06 17:26:27
IAMB0999975,VXUR,GD,unload,2023,16,8A,3,4,2,8A,,,,999,F,45,255,2023-04-06 17:31:11
ZBMQ0763534,PZNB,TS,change,2023,22,7D,30,6,2,7D,,,,999,F,22,254,2023-04-06 17:29:48
XBIG0902340,SLVN,TS,change,2023,23,8C,11,9,3,8C,,,,999,F,22,257,2023-04-06 17:31:01
RXRV6255118,YZCI,VU,load,2023,19,7C,31,0,0,7C,,,,304,F,45,253,2023-04-06 17:30:49
UXMD8653336,SKBN,VU,load,2023,23,7A,21,0,0,7A,,,,331,F,45,251,2023-04-06 17:30:42
ZOYQ8259266,SKBN,VU,load,2023,23,8B,3,0,0,8B,,,,377,F,43,256,2023-04-06 17:31:09
HIYW0966922,YOSU,TS,change,2023,17,8C,11,9,2,8C,,,,999,F,22,257,2023-04-06 17:32:14
BGVE7970800,YZCI,VU,load,2023,19,7B,23,0,0,7B,,,,311,F,45,252,2023-04-06 17:33:10
YSPV5042896,MZPH,VU,load,2023,19,8A,3,0,0,8A,,,,340,F,45,255,2023-04-06 17:33:03
EEFE0069623,HVRS,TS,change,2023,16,8D,19,3,3,8D,,,,999,F,22,258,2023-04-06 17:32:27
YCUN5402784,YZCI,VU,load,2023,19,7A,23,0,0,7A,,,,352,F,45,251,2023-04-06 17:31:46
AXMP5846837,SKBN,VU,load,2023,23,8B,3,0,0,8B,,,,366,F,43,256,2023-04-06 17:33:48
FUIO4735956,MGBO,GD,unload,2023,14,7D,30,6,1,7D,,,,999,F,22,254,2023-04-06 17:34:09
BYCO0877950,XQHP,GD,unload,2023,21,8C,11,9,1,8C,,,,999,F,22,257,2023-04-06 17:34:54
HQBL4760656,SKBN,VU,load,2023,23,7C,33,0,0,7C,,,,349,F,45,253,2023-04-06 17:37:11
LYKK8078880,MZPH,VU,load,2023,19,8B,3,0,0,8B,,,,310,F,45,256,2023-04-06 17:35:33
GCZU7024173,SKBN,VU,load,2023,23,7A,23,0,0,7A,,,,327,F,45,251,2023-04-06 17:36:00
OANM9119019,GPGW,TS,change,2023,14,8D,19,3,2,8D,,,,999,F,22,258,2023-04-06 17:36:03
KBWI5123832,YZCI,VU,load,2023,19,7C,33,0,0,7C,,,,307,F,45,253,2023-04-06 17:38:10
NWRW7933267,GNOR,GD,unload,2023,16,8C,4,9,3,8C,,,,999,F,22,257,2023-04-06 17:37:45
RSHL3504739,YZCI,VU,load,2023,19,7B,19,0,0,7B,,,,353,F,45,252,2023-04-06 17:37:51
LWTK7740933,MZPH,VU,load,2023,19,8B,3,0,0,8B,,,,354,F,45,256,2023-04-06 17:37:16
YBQM2657068,UXAF,GD,unload,2023,15,7D,17,5,2,7D,,,,999,F,22,254,2023-04-06 17:37:56
SFYE3634696,GKIH,GD,unload,2023,16,8D,19,3,1,8D,,,,999,F,22,258,2023-04-06 17:39:40
YYGB5948028,MDHF,TS,change,2023,23,8A,11,2,4,8A,,,,999,F,45,255,2023-04-06 17:38:53
KQXB0629041,MZPH,VU,load,2023,19,8B,3,0,0,8B,,,,348,F,45,256,2023-04-06 17:39:42
QCQL2749967,SKBN,VU,load,2023,23,7B,15,0,0,7B,,,,309,F,45,252,2023-04-06 17:40:12
KDDS3574237,HVRS,TS,change,2023,16,8A,11,2,3,8A,,,,999,F,45,255,2023-04-06 17:39:45
DJUQ8879951,RZSG,GD,unload,2023,28,7D,13,7,2,7D,,,,999,F,22,254,2023-04-06 17:41:01
WRWE3183805,YZCI,VU,load,2023,19,8B,3,0,0,8B,,,,311,F,45,256,2023-04-06 17:40:27
RUCL7932671,KSMH,GD,unload,2023,13,7A,19,9,4,7A,,,,999,F,45,251,2023-04-06 17:43:36
VDHR9971564,YZCI,TS,change,2023,18,8A,11,2,2,8A,,,,999,F,45,255,2023-04-06 17:43:23
KBWC3573934,JKPF,GD,unload,2023,17,7C,9,8,5,7C,,,,999,F,45,253,2023-04-06 17:41:35
RAOL3219815,MPFG,TS,change,2023,17,7B,23,9,4,7B,,,,999,F,45,252,2023-04-06 17:43:21
CYZT9935950,GKIH,GD,unload,2023,16,8D,20,5,1,8D,,,,999,F,22,258,2023-04-06 17:44:02
QQJH1806690,YOSU,TS,change,2023,17,8B,9,3,4,8B,,,,999,F,45,256,2023-04-06 17:43:42
PLUS5599013,MZPH,VU,load,2023,19,7A,23,0,0,7A,,,,328,F,45,251,2023-04-06 17:45:06
CBKL1764196,UXAF,TS,change,2023,15,7D,17,2,3,7D,,,,999,F,22,254,2023-04-06 17:43:06
RVAW9025141,SSFG,TS,change,2023,21,8B,9,3,3,8B,,,,999,F,45,256,2023-04-06 17:45:24
YCTI8341238,UXAF,TS,change,2023,15,8D,18,4,3,8D,,,,999,F,22,258,2023-04-06 17:46:07
JCRC8331141,SKBN,VU,load,2023,23,7C,7,0,0,7C,,,,331,F,45,253,2023-04-06 17:45:27
JPFA7534047,WYLB,GD,unload,2023,14,8A,11,2,1,8A,,,,999,F,45,255,2023-04-06 17:44:25
ILIO3614823,AIYA,GD,unload,2023,18,8C,22,9,3,8C,,,,999,F,22,257,2023-04-06 17:47:10
YOZH3490696,GMQD,GD,unload,2023,15,7B,23,9,3,7B,,,,999,F,45,252,2023-04-06 17:46:55
YVHP0354297,UXAF,TS,change,2023,15,7D,17,2,2,7D,,,,999,F,22,254,2023-04-06 17:46:57
DXWS9142534,SKBN,VU,load,2023,23,7A,21,0,0,7A,,,,322,F,45,251,2023-04-06 17:47:34
AMIZ1251535,JKPF,GD,unload,2023,17,8B,9,3,2,8B,,,,999,F,45,256,2023-04-06 17:48:18
KWWB0867028,SKBN,VU,load,2023,23,7C,7,0,0,7C,,,,384,F,45,253,2023-04-06 17:49:24
EZNB7792538,YZCI,VU,load,2023,19,8A,11,0,0,8A,,,,304,F,45,255,2023-04-06 17:47:15
RQXK8605816,UXAF,GD,unload,2023,15,8D,18,4,2,8D,,,,999,F,22,258,2023-04-06 17:48:13
RGCS4168660,RRPF,TS,change,2023,22,7A,15,6,5,7A,,,,999,F,45,251,2023-04-06 17:50:02
CSAV9790196,RZSG,GD,unload,2023,29,7D,17,2,1,7D,,,,999,F,22,254,2023-04-06 17:49:22
NYUT3104734,YOSU,TS,change,2023,17,8C,24,7,3,8C,,,,999,F,22,257,2023-04-06 17:49:31
FUXB0089203,VXUR,GD,unload,2023,16,7C,9,4,5,7C,,,,999,F,45,253,2023-04-06 17:50:17
AIDX1291334,UXAF,GD,unload,2023,15,7B,23,1,4,7B,,,,999,F,45,252,2023-04-06 17:50:40
LTUN4411778,NULK,TS,change,2023,15,8C,24,7,2,8C,,,,999,F,22,257,2023-04-06 17:51:30
WEQQ2271789,JTRC,TS,change,2023,15,7A,15,6,4,7A,,,,999,F,45,251,2023-04-06 17:55:49
FTQH1335626,TWYM,TS,change,2023,15,8D,27,4,2,8D,,,,999,F,22,258,2023-04-06 17:50:34
IVNW4898966,SDIH,TS,change,2023,27,8A,23,6,5,8A,,,,999,F,45,255,2023-04-06 17:52:02
OSJA2656852,JTRC,TS,change,2023,15,7A,15,6,3,7A,,,,999,F,45,251,2023-04-06 17:54:24
QDAG0964334,XQHP,GD,unload,2023,21,8C,24,7,1,8C,,,,999,F,22,257,2023-04-06 17:52:40
YSVY6006908,RRPF,TS,change,2023,22,7B,17,7,5,7B,,,,999,F,45,252,2023-04-06 17:51:52
YHRM2558831,YOSU,GD,unload,2023,17,8B,23,7,5,8B,,,,999,F,45,256,2023-04-06 17:53:33
RJUH2565876,SSFG,TS,change,2023,23,8A,23,6,4,8A,,,,999,F,45,255,2023-04-06 17:53:37
JUFR9800232,GNOR,GD,unload,2023,16,7D,14,2,2,7D,,,,999,F,22,254,2023-04-06 17:53:44
VXVI6809128,UXAF,TS,change,2023,15,7C,21,9,4,7C,,,,999,F,45,253,2023-04-06 17:53:53
MURT6597237,RMOD,GD,unload,2023,14,8D,27,4,1,8D,,,,999,F,22,258,2023-04-06 17:54:24
GULL1132158,RRPF,TS,change,2023,22,7B,17,7,4,7B,,,,999,F,45,252,2023-04-06 17:54:48
BIAQ5396906,KSMH,GD,unload,2023,13,7A,15,6,2,7A,,,,999,F,45,251,2023-04-06 17:55:28
XEUA9884133,JNPN,TS,change,2023,12,8A,23,6,3,8A,,,,999,F,45,255,2023-04-06 17:55:16
CRIF6028848,XQHP,TS,change,2023,21,7C,21,9,3,7C,,,,999,F,45,253,2023-04-06 17:55:43
TJPV4353019,NJLM,TS,change,2023,39,8C,17,3,3,8C,,,,999,F,22,257,2023-04-06 17:56:20
PWJQ0719440,RRPF,TS,change,2023,22,8B,27,7,4,8B,,,,999,F,45,256,2023-04-06 17:56:41
WRPK0727907,RZSG,GD,unload,2023,29,7B,17,7,3,7B,,,,999,F,45,252,2023-04-06 17:58:32
WAOS3251319,RMOD,TS,change,2023,14,7C,21,9,2,7C,,,,999,F,45,253,2023-04-06 17:58:02
NQAV9019525,STZA,TS,change,2023,29,7A,9,8,5,7A,,,,999,F,44,251,2023-04-06 17:58:02
BERZ1737200,SDIH,TS,change,2023,27,8B,27,7,3,8B,,,,999,F,45,256,2023-04-06 17:59:07
MLCX5526042,NJLM,TS,change,2023,39,8C,17,3,2,8C,,,,999,F,22,257,2023-04-06 17:59:03
DJSS2235482,WYLB,GD,unload,2023,14,8A,23,6,2,8A,,,,999,F,45,255,2023-04-06 17:57:12
HSSY3574973,TWYM,TS,change,2023,15,7A,9,8,4,7A,,,,999,F,45,251,2023-04-06 18:00:05
BFET4474181,YOSU,GD,unload,2023,17,8D,33,9,3,8D,,,,999,F,22,258,2023-04-06 17:59:59
RLER1611473,WCSI,GD,unload,2023,14,7D,37,2,1,7D,,,,999,F,22,254,2023-04-06 17:59:30
AVLB4508721,XQHP,GD,unload,2023,21,8C,17,3,1,8C,,,,999,F,22,257,2023-04-06 18:00:10
DJMR0152906,MPFG,GD,unload,2023,17,7C,21,9,1,7C,,,,999,F,45,253,2023-04-06 17:58:30
DLMG4485394,UXAF,TS,change,2023,15,7B,23,5,5,7B,,,,999,F,43,252,2023-04-06 17:59:43
SZIO9196711,SSFG,GD,unload,2023,23,8B,27,7,2,8B,,,,999,F,45,256,2023-04-06 18:01:49
PLST0828828,MGBO,GD,unload,2023,14,7A,9,8,3,7A,,,,999,F,45,251,2023-04-06 18:01:18
SDQO8132714,SDIH,TS,change,2023,22,7B,23,5,4,7B,,,,999,F,45,252,2023-04-06 18:02:51
MZXZ8251175,UXAF,GD,unload,2023,15,8A,15,6,4,8A,,,,999,F,45,255,2023-04-06 18:03:44
WNXY3463504,MZPH,VU,load,2023,19,7C,17,0,0,7C,,,,303,F,45,253,2023-04-06 18:03:30
XUOC7601717,XWYA,TS,change,2023,16,8D,6,5,3,8D,,,,999,F,22,258,2023-04-06 18:03:18
VRPC5332387,MZPH,VU,load,2023,19,7A,7,0,0,7A,,,,310,F,45,251,2023-04-06 18:04:48
XIZW2514349,TPCT,GD,unload,2023,21,7B,23,5,3,7B,,,,999,F,45,252,2023-04-06 18:06:30
KQVC7639515,RZSG,GD,unload,2023,29,7D,13,9,3,7D,,,,999,F,22,254,2023-04-06 18:04:59
YZSL2642702,XQHP,TS,change,2023,19,7C,17,1,4,7C,,,,999,F,45,253,2023-04-06 18:02:45
SGNO2210028,UXAF,TS,change,2023,15,8B,7,7,4,8B,,,,999,F,45,256,2023-04-06 18:05:08
NVDU0974695,PZNB,TS,change,2023,21,8D,6,5,2,8D,,,,999,F,22,258,2023-04-06 18:06:31
MQGD9575747,UXAF,TS,change,2023,15,8A,7,3,4,8A,,,,999,F,45,255,2023-04-06 18:05:48
OGIT7876244,MZPH,VU,load,2023,19,8C,17,0,0,8C,,,,328,F,22,257,2023-04-06 18:07:46
FBHH9005839,SKBN,VU,load,2023,23,7A,7,0,0,7A,,,,337,F,45,251,2023-04-06 18:07:01
XTVV3476457,PNFY,GD,unload,2023,19,8D,6,5,1,8D,,,,999,F,22,258,2023-04-06 18:08:32
GRIT2384274,MZPH,VU,load,2023,19,8C,17,0,0,8C,,,,328,F,22,257,2023-04-06 18:08:28
SEVQ0079074,ESQU,TS,change,2023,21,8A,7,3,3,8A,,,,999,F,45,255,2023-04-06 18:07:27
QBLQ2934559,MPFG,GD,unload,2023,17,7C,17,1,3,7C,,,,999,F,45,253,2023-04-06 18:11:07
WJQO6671812,GMQD,GD,unload,2023,15,8B,7,7,3,8B,,,,999,F,45,256,2023-04-06 18:08:00
ZQTK7551592,RZSG,TS,change,2023,28,7B,13,4,3,7B,,,,999,F,45,252,2023-04-06 18:08:17
FPSL0760696,RMOD,GD,unload,2023,14,7D,22,2,1,7D,,,,999,F,22,254,2023-04-06 18:08:59
AEHP4119624,ESQU,TS,change,2023,21,8A,7,3,2,8A,,,,999,F,45,255,2023-04-06 18:09:24
XWGL7595412,MPFG,TS,change,2023,17,8D,4,7,3,8D,,,,999,F,22,258,2023-04-06 18:09:31
UKVS9366638,RMOD,TS,change,2023,14,7B,13,4,2,7B,,,,999,F,45,252,2023-04-06 18:10:44
UVDE2476854,MZPH,VU,load,2023,19,8C,17,0,0,8C,,,,340,F,22,257,2023-04-06 18:11:08
NKUJ5724978,SKBN,VU,load,2023,23,7C,17,0,0,7C,,,,351,F,45,253,2023-04-06 18:11:45
WSRC7088799,YOSU,GD,unload,2023,17,7D,21,4,3,7D,,,,999,F,22,254,2023-04-06 18:12:27
SKSB9915702,KSMH,GD,unload,2023,13,7A,21,1,4,7A,,,,999,F,45,251,2023-04-06 18:12:32
ZXTK8587559,GMQD,GD,unload,2023,15,8B,19,6,4,8B,,,,999,F,45,256,2023-04-06 18:10:01
EPWX0860606,JNPN,GD,unload,2023,12,7B,13,4,1,7B,,,,999,F,45,252,2023-04-06 18:11:40
BOYW6809956,PNFY,TS,change,2023,20,8C,17,1,1,8C,,,,999,F,22,257,2023-04-06 18:12:31
IGZS6824798,XRIQ,TS,change,2023,19,7A,21,8,4,7A,,,,999,F,45,251,2023-04-06 18:11:47
TDUO4728354,UZBS,GD,unload,2023,15,8D,4,7,2,8D,,,,999,F,22,258,2023-04-06 18:13:54
MOQG9570792,ORGJ,TS,change,2023,23,7D,33,1,3,7D,,,,999,F,22,254,2023-04-06 18:15:01
LVPE4318246,AMXM,GD,unload,2023,15,7C,23,9,5,7C,,,,999,F,45,253,2023-04-06 18:16:47
NWDC6886272,XRIQ,TS,change,2023,19,8B,17,9,4,8B,,,,999,F,45,256,2023-04-06 18:14:52
JOHT9165829,ORGJ,TS,change,2023,23,7D,33,1,2,7D,,,,999,F,22,254,2023-04-06 18:17:24
RQUM5593206,TWYM,TS,change,2023,15,7A,19,8,4,7A,,,,999,F,45,251,2023-04-06 18:17:58
WJDE5262884,SKBN,VU,load,2023,23,8D,4,0,0,8D,,,,337,F,22,258,2023-04-06 18:16:09
EURB3083405,SKBN,VU,load,2023,23,8C,17,0,0,8C,,,,350,F,22,257,2023-04-06 18:16:39
PJXP7928319,TWYM,TS,change,2023,15,7C,19,8,5,7C,,,,999,F,45,253,2023-04-06 18:19:37
SHOG9081068,LRBX,TS,change,2023,23,7B,7,5,5,7B,,,,999,F,45,252,2023-04-06 18:16:26
FYHE6239724,SKBN,VU,load,2023,23,8D,4,0,0,8D,,,,337,F,22,258,2023-04-06 18:17:42
VXUV4173878,JTRC,TS,change,2023,15,7A,19,8,3,7A,,,,999,F,45,251,2023-04-06 18:18:38
HISY1462522,GNOR,TS,change,2023,15,7C,19,8,4,7C,,,,999,F,45,253,2023-04-06 18:18:44
KNKY9305975,MUPM,GD,unload,2023,18,8A,7,3,1,8A,,,,999,F,45,255,2023-04-06 18:18:17
LPLJ6528573,SKBN,VU,load,2023,23,8C,17,0,0,8C,,,,350,F,22,257,2023-04-06 18:20:07
KMBN6754412,JKPF,GD,unload,2023,17,7B,7,5,4,7B,,,,999,F,45,252,2023-04-06 18:19:16
IGKB2388058,SKBN,VU,load,2023,23,8D,4,0,0,8D,,,,360,F,22,258,2023-04-06 18:19:50
DSHP7788267,AMXM,TS,change,2023,15,7C,19,8,3,7C,,,,999,F,45,253,2023-04-06 18:19:44
